device_id,device_name,timestamp,power_draw_kw
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:45:00",37.7
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:50:00",41.5
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 18:55:00",41.8
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:00:00",4.60
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:05:00",1.20
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:10:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:15:00",25.5
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:20:00",41.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:25:00",41.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:30:00",41.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:35:00",29.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:40:00",1.21
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:45:00",1.20
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:50:00",17.5
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 19:55:00",41.3
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:00:00",41.5
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:05:00",41.7
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:10:00",13.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:15:00",1.21
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:20:00",1.19
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:25:00",9.50
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:30:00",42.0
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:35:00",42.1
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:40:00",10.3
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:45:00",1.20
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:50:00",1.19
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 20:55:00",1.18
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 21:00:00",1.17
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 21:05:00",19.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 21:10:00",41.6
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 21:15:00",41.4
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 21:20:00",13.3
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 21:25:00",1.20
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 21:30:00",1.19
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 21:35:00",5.32
bdaf0e14-2cd1-43c8-b9ea-b3c90309f773,"Device 1","2026-03-30 21:40:00",41.8
